9011,9012,9013 
"0.1(R175,C1)","0.1(R175,C2)","0.1(R175,C3)","0.1(R175,C4)","0.1(R175,C5)","0.1(R175,C6)","0.1(R175,C7)","-0.1(R175,C8)","-0.1(R175,C9)","-0.1(R175,C10)","0.1(R175,C11)","0.1(R175,C12)","0.1(R175,C13)","0.1(R175,C14)","0.1(R175,C15)","0.1(R175,C16)","0.1(R175,C17)","0.1(R175,C18)","0.1(R175,C19)","0.1(R175,C20)","0.1(R175,C21)","0.1(R175,C22)","0.1(R175,C23)","0.1(R175,C24)","0.1(R175,C25)","0.1(R175,C26)","0.1(R175,C27)","0.1(R175,C28)","0.1(R175,C29)","-0.1(R175,C30)","0.1(R175,C31)","0.1(R175,C32)","0.1(R175,C33)","0.1(R175,C34)","0.1(R175,C35)","0.1(R175,C36)","0.1(R175,C37)","0.1(R175,C38)","0.1(R175,C39)","0.1(R175,C40)","0.1(R175,C41)","0.1(R175,C42)","-0.1(R175,C43)","-0.1(R175,C44)","0.1(R175,C45)","0.1(R175,C46)"
"0.1(R176,C1)","0.1(R176,C2)","0.1(R176,C3)","0.1(R176,C4)","0.1(R176,C5)","0.1(R176,C6)","0.1(R176,C7)","0.1(R176,C8)","0.1(R176,C9)","0.1(R176,C10)","0.1(R176,C11)","0.1(R176,C12)","0.1(R176,C13)","0.1(R176,C14)","0.1(R176,C15)","0.1(R176,C16)","0.1(R176,C17)","0.1(R176,C18)","0.1(R176,C19)","0.1(R176,C20)","0.1(R176,C21)","0.1(R176,C22)","0.1(R176,C23)","0.1(R176,C24)","0.1(R176,C25)","0.1(R176,C26)","0.1(R176,C27)","0.1(R176,C28)","0.1(R176,C29)","-0.1(R176,C30)","0.1(R176,C31)","0.1(R176,C32)","0.1(R176,C33)","0.1(R176,C34)","0.1(R176,C35)","0.1(R176,C36)","0.1(R176,C37)","0.1(R176,C38)","0.1(R176,C39)","0.1(R176,C40)","0.1(R176,C41)","0.1(R176,C42)","0.1(R176,C43)","0.1(R176,C44)","0.1(R176,C45)","0.1(R176,C46)"
"0.1(R177,C1)","0.1(R177,C2)","0.1(R177,C3)","0.1(R177,C4)","0.1(R177,C5)","0.1(R177,C6)","0.1(R177,C7)","-0.25(R177,C8)","-0.25(R177,C9)","-0.25(R177,C10)","0.1(R177,C11)","0.1(R177,C12)","0.1(R177,C13)","0.1(R177,C14)","0.1(R177,C15)","0.1(R177,C16)","0.1(R177,C17)","0.1(R177,C18)","0.1(R177,C19)","0.1(R177,C20)","0.1(R177,C21)","0.1(R177,C22)","0.1(R177,C23)","0.1(R177,C24)","0.1(R177,C25)","0.1(R177,C26)","0.1(R177,C27)","0.1(R177,C28)","0.1(R177,C29)","0.1(R177,C30)","0.1(R177,C31)","0.1(R177,C32)","0.1(R177,C33)","0.1(R177,C34)","0.1(R177,C35)","0.1(R177,C36)","0.1(R177,C37)","0.1(R177,C38)","0.1(R177,C39)","0.1(R177,C40)","0.1(R177,C41)","0.1(R177,C42)","-0.1(R177,C43)","0.1(R177,C44)","0.1(R177,C45)","0.1(R177,C46)"
"0.1(R178,C1)","0.1(R178,C2)","0.1(R178,C3)","0.1(R178,C4)","0.1(R178,C5)","0.1(R178,C6)","0.1(R178,C7)","0.25(R178,C8)","0.25(R178,C9)","0.25(R178,C10)","0.1(R178,C11)","0.1(R178,C12)","0.1(R178,C13)","0.1(R178,C14)","0.1(R178,C15)","0.1(R178,C16)","0.1(R178,C17)","0.1(R178,C18)","0.1(R178,C19)","0.1(R178,C20)","0.1(R178,C21)","0.1(R178,C22)","0.1(R178,C23)","0.1(R178,C24)","0.1(R178,C25)","0.1(R178,C26)","0.1(R178,C27)","0.1(R178,C28)","0.1(R178,C29)","0.1(R178,C30)","0.1(R178,C31)","0.1(R178,C32)","0.1(R178,C33)","0.1(R178,C34)","0.1(R178,C35)","0.1(R178,C36)","0.1(R178,C37)","0.1(R178,C38)","0.1(R178,C39)","0.1(R178,C40)","0.1(R178,C41)","0.1(R178,C42)","0.1(R178,C43)","-0.25(R178,C44)","0.1(R178,C45)","0.1(R178,C46)"
"0.1(R179,C1)","0.1(R179,C2)","0.1(R179,C3)","0.1(R179,C4)","0.1(R179,C5)","0.1(R179,C6)","0.1(R179,C7)","-0.1(R179,C8)","-0.1(R179,C9)","-0.1(R179,C10)","0.1(R179,C11)","0.1(R179,C12)","0.1(R179,C13)","0.1(R179,C14)","0.1(R179,C15)","0.1(R179,C16)","0.1(R179,C17)","0.1(R179,C18)","0.1(R179,C19)","0.1(R179,C20)","0.1(R179,C21)","0.1(R179,C22)","0.1(R179,C23)","0.1(R179,C24)","0.1(R179,C25)","0.1(R179,C26)","0.1(R179,C27)","0.1(R179,C28)","0.1(R179,C29)","-0.1(R179,C30)","0.1(R179,C31)","0.1(R179,C32)","0.1(R179,C33)","0.1(R179,C34)","0.1(R179,C35)","0.1(R179,C36)","0.1(R179,C37)","0.1(R179,C38)","0.1(R179,C39)","0.1(R179,C40)","0.1(R179,C41)","0.1(R179,C42)","-0.1(R179,C43)","-0.1(R179,C44)","0.1(R179,C45)","0.1(R179,C46)"
"0.1(R180,C1)","0.1(R180,C2)","0.1(R180,C3)","0.1(R180,C4)","0.1(R180,C5)","0.1(R180,C6)","0.1(R180,C7)","0.25(R180,C8)","0.25(R180,C9)","0.25(R180,C10)","0.1(R180,C11)","0.1(R180,C12)","0.1(R180,C13)","0.1(R180,C14)","0.1(R180,C15)","0.1(R180,C16)","0.1(R180,C17)","0.1(R180,C18)","0.1(R180,C19)","0.1(R180,C20)","0.1(R180,C21)","0.1(R180,C22)","0.1(R180,C23)","0.1(R180,C24)","0.1(R180,C25)","0.1(R180,C26)","0.1(R180,C27)","0.1(R180,C28)","0.1(R180,C29)","-0.1(R180,C30)","0.1(R180,C31)","0.1(R180,C32)","0.1(R180,C33)","0.1(R180,C34)","0.1(R180,C35)","0.1(R180,C36)","0.1(R180,C37)","0.1(R180,C38)","0.1(R180,C39)","0.1(R180,C40)","0.1(R180,C41)","0.1(R180,C42)","-0.25(R180,C43)","-0.75(R180,C44)","0.1(R180,C45)","0.1(R180,C46)"
"0.1(R181,C1)","0.1(R181,C2)","0.1(R181,C3)","0.1(R181,C4)","0.1(R181,C5)","0.1(R181,C6)","0.1(R181,C7)","-0.5(R181,C8)","-0.5(R181,C9)","-0.5(R181,C10)","0.1(R181,C11)","0.1(R181,C12)","0.1(R181,C13)","0.1(R181,C14)","0.1(R181,C15)","0.1(R181,C16)","0.1(R181,C17)","0.1(R181,C18)","0.1(R181,C19)","0.1(R181,C20)","0.1(R181,C21)","0.1(R181,C22)","0.1(R181,C23)","0.1(R181,C24)","0.1(R181,C25)","0.1(R181,C26)","0.1(R181,C27)","0.1(R181,C28)","0.1(R181,C29)","-0.1(R181,C30)","0.1(R181,C31)","0.1(R181,C32)","0.1(R181,C33)","0.1(R181,C34)","0.1(R181,C35)","0.1(R181,C36)","0.1(R181,C37)","0.1(R181,C38)","0.1(R181,C39)","0.1(R181,C40)","0.1(R181,C41)","0.1(R181,C42)","1.0(R181,C43)","1.0(R181,C44)","0.1(R181,C45)","0.1(R181,C46)"
"0.1(R182,C1)","0.1(R182,C2)","0.1(R182,C3)","0.1(R182,C4)","0.1(R182,C5)","0.1(R182,C6)","0.1(R182,C7)","-0.15(R182,C8)","-0.15(R182,C9)","-0.15(R182,C10)","0.1(R182,C11)","0.1(R182,C12)","0.1(R182,C13)","0.1(R182,C14)","0.1(R182,C15)","0.1(R182,C16)","0.1(R182,C17)","0.1(R182,C18)","0.1(R182,C19)","0.1(R182,C20)","0.1(R182,C21)","0.1(R182,C22)","0.1(R182,C23)","0.1(R182,C24)","0.1(R182,C25)","0.1(R182,C26)","0.1(R182,C27)","0.1(R182,C28)","0.1(R182,C29)","-0.1(R182,C30)","0.1(R182,C31)","0.1(R182,C32)","0.1(R182,C33)","0.1(R182,C34)","0.1(R182,C35)","0.1(R182,C36)","0.1(R182,C37)","0.1(R182,C38)","0.1(R182,C39)","0.1(R182,C40)","0.1(R182,C41)","0.1(R182,C42)","-0.25(R182,C43)","-0.25(R182,C44)","0.1(R182,C45)","0.1(R182,C46)"
"0.1(R183,C1)","0.1(R183,C2)","0.1(R183,C3)","0.1(R183,C4)","0.1(R183,C5)","0.1(R183,C6)","0.1(R183,C7)","-0.1(R183,C8)","-0.1(R183,C9)","-0.1(R183,C10)","0.1(R183,C11)","0.1(R183,C12)","0.1(R183,C13)","0.1(R183,C14)","0.1(R183,C15)","0.1(R183,C16)","0.1(R183,C17)","0.1(R183,C18)","0.1(R183,C19)","0.1(R183,C20)","0.1(R183,C21)","0.1(R183,C22)","0.1(R183,C23)","0.1(R183,C24)","0.1(R183,C25)","0.1(R183,C26)","0.1(R183,C27)","0.1(R183,C28)","0.1(R183,C29)","0.1(R183,C30)","0.1(R183,C31)","0.1(R183,C32)","0.1(R183,C33)","0.1(R183,C34)","0.1(R183,C35)","0.1(R183,C36)","0.1(R183,C37)","0.1(R183,C38)","0.1(R183,C39)","0.1(R183,C40)","0.1(R183,C41)","0.1(R183,C42)","-0.1(R183,C43)","-0.1(R183,C44)","0.1(R183,C45)","0.1(R183,C46)"
"0.1(R184,C1)","0.1(R184,C2)","0.1(R184,C3)","0.1(R184,C4)","0.1(R184,C5)","0.1(R184,C6)","0.1(R184,C7)","0.1(R184,C8)","0.1(R184,C9)","0.1(R184,C10)","0.1(R184,C11)","0.1(R184,C12)","0.1(R184,C13)","0.1(R184,C14)","0.1(R184,C15)","0.1(R184,C16)","0.1(R184,C17)","0.1(R184,C18)","0.1(R184,C19)","0.1(R184,C20)","0.1(R184,C21)","0.1(R184,C22)","0.1(R184,C23)","0.1(R184,C24)","0.1(R184,C25)","0.1(R184,C26)","0.1(R184,C27)","0.1(R184,C28)","0.1(R184,C29)","-0.1(R184,C30)","0.1(R184,C31)","0.1(R184,C32)","0.1(R184,C33)","0.1(R184,C34)","0.1(R184,C35)","0.1(R184,C36)","0.1(R184,C37)","0.1(R184,C38)","0.1(R184,C39)","0.1(R184,C40)","0.1(R184,C41)","0.1(R184,C42)","0.1(R184,C43)","-0.2(R184,C44)","0.1(R184,C45)","0.1(R184,C46)"
"0.1(R185,C1)","0.1(R185,C2)","0.1(R185,C3)","0.1(R185,C4)","0.1(R185,C5)","0.1(R185,C6)","0.1(R185,C7)","-0.5(R185,C8)","-0.5(R185,C9)","-0.5(R185,C10)","0.1(R185,C11)","0.1(R185,C12)","0.1(R185,C13)","0.1(R185,C14)","0.1(R185,C15)","0.1(R185,C16)","0.1(R185,C17)","0.1(R185,C18)","0.1(R185,C19)","0.1(R185,C20)","0.1(R185,C21)","0.1(R185,C22)","0.1(R185,C23)","0.1(R185,C24)","0.1(R185,C25)","0.1(R185,C26)","0.1(R185,C27)","0.1(R185,C28)","0.1(R185,C29)","0.1(R185,C30)","0.1(R185,C31)","0.1(R185,C32)","0.1(R185,C33)","0.1(R185,C34)","0.1(R185,C35)","0.1(R185,C36)","0.1(R185,C37)","0.1(R185,C38)","0.1(R185,C39)","0.1(R185,C40)","0.1(R185,C41)","0.1(R185,C42)","0.75(R185,C43)","0.75(R185,C44)","0.1(R185,C45)","0.1(R185,C46)"
"0.1(R186,C1)","0.1(R186,C2)","0.1(R186,C3)","0.1(R186,C4)","0.1(R186,C5)","0.1(R186,C6)","0.1(R186,C7)","0.5(R186,C8)","0.5(R186,C9)","0.5(R186,C10)","0.1(R186,C11)","0.1(R186,C12)","0.1(R186,C13)","0.1(R186,C14)","0.1(R186,C15)","0.1(R186,C16)","0.1(R186,C17)","0.1(R186,C18)","0.1(R186,C19)","0.1(R186,C20)","0.1(R186,C21)","0.1(R186,C22)","0.1(R186,C23)","0.1(R186,C24)","0.1(R186,C25)","0.1(R186,C26)","0.1(R186,C27)","0.1(R186,C28)","0.1(R186,C29)","-0.1(R186,C30)","0.1(R186,C31)","0.1(R186,C32)","0.1(R186,C33)","0.1(R186,C34)","0.1(R186,C35)","0.1(R186,C36)","0.1(R186,C37)","0.1(R186,C38)","0.1(R186,C39)","0.1(R186,C40)","0.1(R186,C41)","0.1(R186,C42)","-0.75(R186,C43)","-0.75(R186,C44)","0.1(R186,C45)","0.1(R186,C46)"
"0.1(R187,C1)","0.1(R187,C2)","0.1(R187,C3)","0.1(R187,C4)","0.1(R187,C5)","0.1(R187,C6)","0.1(R187,C7)","0.5(R187,C8)","0.5(R187,C9)","0.5(R187,C10)","0.1(R187,C11)","0.1(R187,C12)","0.1(R187,C13)","0.1(R187,C14)","0.1(R187,C15)","0.1(R187,C16)","0.1(R187,C17)","0.1(R187,C18)","0.1(R187,C19)","0.1(R187,C20)","0.1(R187,C21)","0.1(R187,C22)","0.1(R187,C23)","0.1(R187,C24)","0.1(R187,C25)","0.1(R187,C26)","0.1(R187,C27)","0.1(R187,C28)","0.1(R187,C29)","0.1(R187,C30)","0.1(R187,C31)","0.1(R187,C32)","0.1(R187,C33)","0.1(R187,C34)","0.1(R187,C35)","0.1(R187,C36)","0.1(R187,C37)","0.1(R187,C38)","0.1(R187,C39)","0.1(R187,C40)","0.1(R187,C41)","0.1(R187,C42)","-0.5(R187,C43)","-0.5(R187,C44)","0.1(R187,C45)","0.1(R187,C46)"
"0.1(R188,C1)","0.1(R188,C2)","0.1(R188,C3)","0.1(R188,C4)","0.1(R188,C5)","0.1(R188,C6)","0.1(R188,C7)","-0.25(R188,C8)","-0.25(R188,C9)","-0.25(R188,C10)","0.1(R188,C11)","0.1(R188,C12)","0.1(R188,C13)","0.1(R188,C14)","0.1(R188,C15)","0.1(R188,C16)","0.1(R188,C17)","0.1(R188,C18)","0.1(R188,C19)","0.1(R188,C20)","0.1(R188,C21)","0.1(R188,C22)","0.1(R188,C23)","0.1(R188,C24)","0.1(R188,C25)","0.1(R188,C26)","0.1(R188,C27)","0.1(R188,C28)","0.1(R188,C29)","0.1(R188,C30)","0.1(R188,C31)","0.1(R188,C32)","0.1(R188,C33)","0.1(R188,C34)","0.1(R188,C35)","0.1(R188,C36)","0.1(R188,C37)","0.1(R188,C38)","0.1(R188,C39)","0.1(R188,C40)","0.1(R188,C41)","0.1(R188,C42)","0.5(R188,C43)","0.5(R188,C44)","0.1(R188,C45)","0.1(R188,C46)"
"0.1(R189,C1)","0.1(R189,C2)","0.1(R189,C3)","0.1(R189,C4)","0.1(R189,C5)","0.1(R189,C6)","0.1(R189,C7)","-0.5(R189,C8)","-0.5(R189,C9)","-0.5(R189,C10)","0.1(R189,C11)","0.1(R189,C12)","0.1(R189,C13)","0.1(R189,C14)","0.1(R189,C15)","0.1(R189,C16)","0.1(R189,C17)","0.1(R189,C18)","0.1(R189,C19)","0.1(R189,C20)","0.1(R189,C21)","0.1(R189,C22)","0.1(R189,C23)","0.1(R189,C24)","0.1(R189,C25)","0.1(R189,C26)","0.1(R189,C27)","0.1(R189,C28)","0.1(R189,C29)","0.1(R189,C30)","0.1(R189,C31)","0.1(R189,C32)","0.1(R189,C33)","0.1(R189,C34)","0.1(R189,C35)","0.1(R189,C36)","0.1(R189,C37)","0.1(R189,C38)","0.1(R189,C39)","0.1(R189,C40)","0.1(R189,C41)","0.1(R189,C42)","0.25(R189,C43)","0.25(R189,C44)","0.1(R189,C45)","0.1(R189,C46)"
"0.1(R190,C1)","0.1(R190,C2)","0.1(R190,C3)","0.1(R190,C4)","0.1(R190,C5)","0.1(R190,C6)","0.1(R190,C7)","-0.1(R190,C8)","-0.1(R190,C9)","-0.1(R190,C10)","0.1(R190,C11)","0.1(R190,C12)","0.1(R190,C13)","0.1(R190,C14)","0.1(R190,C15)","0.1(R190,C16)","0.1(R190,C17)","0.1(R190,C18)","0.1(R190,C19)","0.1(R190,C20)","0.1(R190,C21)","0.1(R190,C22)","0.1(R190,C23)","0.1(R190,C24)","0.1(R190,C25)","0.1(R190,C26)","0.1(R190,C27)","0.1(R190,C28)","0.1(R190,C29)","-0.1(R190,C30)","0.1(R190,C31)","0.1(R190,C32)","0.1(R190,C33)","0.1(R190,C34)","0.1(R190,C35)","0.1(R190,C36)","0.1(R190,C37)","0.1(R190,C38)","0.1(R190,C39)","0.1(R190,C40)","0.1(R190,C41)","0.1(R190,C42)","-0.25(R190,C43)","-0.25(R190,C44)","0.1(R190,C45)","0.1(R190,C46)"
"0.1(R191,C1)","0.1(R191,C2)","0.1(R191,C3)","0.1(R191,C4)","0.1(R191,C5)","0.1(R191,C6)","0.1(R191,C7)","0.1(R191,C8)","0.1(R191,C9)","0.1(R191,C10)","0.1(R191,C11)","0.1(R191,C12)","0.1(R191,C13)","0.1(R191,C14)","0.1(R191,C15)","0.1(R191,C16)","0.1(R191,C17)","0.1(R191,C18)","0.1(R191,C19)","0.1(R191,C20)","-0.1(R191,C21)","-0.1(R191,C22)","-0.1(R191,C23)","-0.1(R191,C24)","-0.1(R191,C25)","-0.1(R191,C26)","0.1(R191,C27)","0.1(R191,C28)","0.1(R191,C29)","0.1(R191,C30)","0.1(R191,C31)","0.1(R191,C32)","0.1(R191,C33)","-0.1(R191,C34)","0.1(R191,C35)","0.1(R191,C36)","0.1(R191,C37)","0.1(R191,C38)","0.1(R191,C39)","0.1(R191,C40)","0.1(R191,C41)","0.1(R191,C42)","0.1(R191,C43)","0.1(R191,C44)","0.1(R191,C45)","0.1(R191,C46)"
"0.1(R192,C1)","0.1(R192,C2)","0.1(R192,C3)","0.1(R192,C4)","0.1(R192,C5)","0.1(R192,C6)","0.1(R192,C7)","0.1(R192,C8)","0.1(R192,C9)","0.1(R192,C10)","0.1(R192,C11)","0.1(R192,C12)","0.1(R192,C13)","0.1(R192,C14)","0.1(R192,C15)","0.1(R192,C16)","0.1(R192,C17)","0.1(R192,C18)","0.1(R192,C19)","0.1(R192,C20)","0.1(R192,C21)","0.1(R192,C22)","0.1(R192,C23)","0.1(R192,C24)","0.1(R192,C25)","0.1(R192,C26)","0.1(R192,C27)","0.1(R192,C28)","0.1(R192,C29)","0.1(R192,C30)","0.1(R192,C31)","0.1(R192,C32)","0.1(R192,C33)","0.1(R192,C34)","0.1(R192,C35)","0.1(R192,C36)","0.1(R192,C37)","0.1(R192,C38)","0.1(R192,C39)","0.1(R192,C40)","0.1(R192,C41)","0.1(R192,C42)","0.1(R192,C43)","0.1(R192,C44)","0.1(R192,C45)","0.1(R192,C46)"
"0.1(R193,C1)","0.1(R193,C2)","0.1(R193,C3)","0.1(R193,C4)","0.1(R193,C5)","0.1(R193,C6)","0.1(R193,C7)","0.1(R193,C8)","0.1(R193,C9)","0.1(R193,C10)","0.1(R193,C11)","0.1(R193,C12)","0.1(R193,C13)","0.1(R193,C14)","0.1(R193,C15)","0.1(R193,C16)","0.1(R193,C17)","0.1(R193,C18)","0.1(R193,C19)","0.1(R193,C20)","-0.12(R193,C21)","-0.1(R193,C22)","-0.12(R193,C23)","-0.12(R193,C24)","-0.12(R193,C25)","-0.12(R193,C26)","0.1(R193,C27)","0.1(R193,C28)","0.1(R193,C29)","0.1(R193,C30)","0.1(R193,C31)","0.1(R193,C32)","0.1(R193,C33)","-0.1(R193,C34)","0.1(R193,C35)","0.1(R193,C36)","0.1(R193,C37)","0.1(R193,C38)","0.1(R193,C39)","0.1(R193,C40)","0.1(R193,C41)","0.1(R193,C42)","0.1(R193,C43)","0.1(R193,C44)","0.1(R193,C45)","0.1(R193,C46)"
"0.1(R194,C1)","0.1(R194,C2)","0.1(R194,C3)","0.1(R194,C4)","0.1(R194,C5)","0.1(R194,C6)","0.1(R194,C7)","0.1(R194,C8)","0.1(R194,C9)","0.1(R194,C10)","0.1(R194,C11)","0.1(R194,C12)","0.1(R194,C13)","0.1(R194,C14)","0.1(R194,C15)","0.1(R194,C16)","0.1(R194,C17)","0.1(R194,C18)","0.1(R194,C19)","0.1(R194,C20)","0.1(R194,C21)","0.1(R194,C22)","0.1(R194,C23)","0.1(R194,C24)","0.1(R194,C25)","0.1(R194,C26)","0.1(R194,C27)","0.1(R194,C28)","0.1(R194,C29)","0.1(R194,C30)","0.1(R194,C31)","0.1(R194,C32)","0.1(R194,C33)","0.1(R194,C34)","0.1(R194,C35)","0.1(R194,C36)","0.1(R194,C37)","0.1(R194,C38)","0.1(R194,C39)","0.1(R194,C40)","0.1(R194,C41)","0.1(R194,C42)","0.1(R194,C43)","0.1(R194,C44)","0.1(R194,C45)","0.1(R194,C46)"
"0.1(R195,C1)","0.1(R195,C2)","0.1(R195,C3)","0.1(R195,C4)","0.1(R195,C5)","0.1(R195,C6)","0.1(R195,C7)","0.1(R195,C8)","0.1(R195,C9)","0.1(R195,C10)","0.1(R195,C11)","0.1(R195,C12)","0.1(R195,C13)","0.1(R195,C14)","0.1(R195,C15)","0.1(R195,C16)","0.1(R195,C17)","0.1(R195,C18)","0.1(R195,C19)","0.1(R195,C20)","-0.12(R195,C21)","-0.1(R195,C22)","-0.12(R195,C23)","-0.12(R195,C24)","-0.12(R195,C25)","-0.12(R195,C26)","0.1(R195,C27)","0.1(R195,C28)","0.1(R195,C29)","0.1(R195,C30)","0.1(R195,C31)","0.1(R195,C32)","0.1(R195,C33)","0.1(R195,C34)","0.1(R195,C35)","0.1(R195,C36)","0.1(R195,C37)","0.1(R195,C38)","0.1(R195,C39)","0.1(R195,C40)","0.1(R195,C41)","0.1(R195,C42)","0.1(R195,C43)","0.1(R195,C44)","0.1(R195,C45)","0.1(R195,C46)"
"0.1(R196,C1)","0.1(R196,C2)","0.1(R196,C3)","0.1(R196,C4)","0.1(R196,C5)","0.1(R196,C6)","0.1(R196,C7)","0.1(R196,C8)","0.1(R196,C9)","0.1(R196,C10)","0.1(R196,C11)","0.1(R196,C12)","0.1(R196,C13)","0.1(R196,C14)","0.1(R196,C15)","0.1(R196,C16)","0.1(R196,C17)","0.1(R196,C18)","0.1(R196,C19)","0.1(R196,C20)","0.1(R196,C21)","0.1(R196,C22)","0.1(R196,C23)","0.1(R196,C24)","0.1(R196,C25)","0.1(R196,C26)","0.1(R196,C27)","0.1(R196,C28)","0.1(R196,C29)","0.1(R196,C30)","0.1(R196,C31)","0.1(R196,C32)","0.1(R196,C33)","-0.1(R196,C34)","0.1(R196,C35)","0.1(R196,C36)","0.1(R196,C37)","0.1(R196,C38)","0.1(R196,C39)","0.1(R196,C40)","0.1(R196,C41)","0.1(R196,C42)","0.1(R196,C43)","0.1(R196,C44)","0.1(R196,C45)","0.1(R196,C46)"
"0.1(R197,C1)","0.1(R197,C2)","0.1(R197,C3)","0.1(R197,C4)","0.1(R197,C5)","0.1(R197,C6)","0.1(R197,C7)","0.1(R197,C8)","0.1(R197,C9)","0.1(R197,C10)","0.1(R197,C11)","0.1(R197,C12)","0.1(R197,C13)","0.1(R197,C14)","0.1(R197,C15)","0.1(R197,C16)","0.1(R197,C17)","0.1(R197,C18)","0.1(R197,C19)","0.1(R197,C20)","-0.105(R197,C21)","-0.105(R197,C22)","-0.105(R197,C23)","-0.105(R197,C24)","-0.105(R197,C25)","-0.105(R197,C26)","0.1(R197,C27)","0.1(R197,C28)","0.1(R197,C29)","0.1(R197,C30)","0.1(R197,C31)","0.1(R197,C32)","0.1(R197,C33)","-0.1(R197,C34)","0.1(R197,C35)","0.1(R197,C36)","0.1(R197,C37)","0.1(R197,C38)","0.1(R197,C39)","0.1(R197,C40)","0.1(R197,C41)","0.1(R197,C42)","0.1(R197,C43)","0.1(R197,C44)","0.1(R197,C45)","0.1(R197,C46)"
"0.1(R198,C1)","0.1(R198,C2)","0.1(R198,C3)","0.1(R198,C4)","0.1(R198,C5)","0.1(R198,C6)","0.1(R198,C7)","0.1(R198,C8)","0.1(R198,C9)","0.1(R198,C10)","0.1(R198,C11)","0.1(R198,C12)","0.1(R198,C13)","0.1(R198,C14)","0.1(R198,C15)","0.1(R198,C16)","0.1(R198,C17)","0.1(R198,C18)","0.1(R198,C19)","0.1(R198,C20)","-0.12(R198,C21)","-0.12(R198,C22)","-0.12(R198,C23)","-0.12(R198,C24)","-0.12(R198,C25)","0.1(R198,C26)","0.1(R198,C27)","0.1(R198,C28)","0.1(R198,C29)","0.1(R198,C30)","0.1(R198,C31)","0.1(R198,C32)","0.1(R198,C33)","-0.1(R198,C34)","0.1(R198,C35)","0.1(R198,C36)","0.1(R198,C37)","0.1(R198,C38)","0.1(R198,C39)","0.1(R198,C40)","0.1(R198,C41)","0.1(R198,C42)","0.1(R198,C43)","0.1(R198,C44)","0.1(R198,C45)","0.1(R198,C46)"
"0.1(R199,C1)","0.1(R199,C2)","0.1(R199,C3)","0.1(R199,C4)","0.1(R199,C5)","0.1(R199,C6)","0.1(R199,C7)","0.1(R199,C8)","0.1(R199,C9)","0.1(R199,C10)","0.1(R199,C11)","0.1(R199,C12)","0.1(R199,C13)","0.1(R199,C14)","0.1(R199,C15)","0.1(R199,C16)","0.1(R199,C17)","0.1(R199,C18)","0.1(R199,C19)","0.1(R199,C20)","0.1(R199,C21)","0.1(R199,C22)","0.1(R199,C23)","0.1(R199,C24)","0.1(R199,C25)","-1.0(R199,C26)","0.1(R199,C27)","0.1(R199,C28)","0.1(R199,C29)","0.1(R199,C30)","0.1(R199,C31)","0.1(R199,C32)","0.1(R199,C33)","0.1(R199,C34)","0.1(R199,C35)","0.1(R199,C36)","0.1(R199,C37)","0.1(R199,C38)","0.1(R199,C39)","0.1(R199,C40)","0.1(R199,C41)","0.1(R199,C42)","0.1(R199,C43)","0.1(R199,C44)","0.1(R199,C45)","0.1(R199,C46)"
"0.1(R200,C1)","0.1(R200,C2)","0.1(R200,C3)","0.1(R200,C4)","0.1(R200,C5)","0.1(R200,C6)","0.1(R200,C7)","0.1(R200,C8)","0.1(R200,C9)","0.1(R200,C10)","0.1(R200,C11)","0.1(R200,C12)","0.1(R200,C13)","0.1(R200,C14)","0.1(R200,C15)","0.1(R200,C16)","0.1(R200,C17)","0.1(R200,C18)","0.1(R200,C19)","0.1(R200,C20)","-0.1(R200,C21)","-0.1(R200,C22)","-0.1(R200,C23)","-0.1(R200,C24)","-0.1(R200,C25)","0.1(R200,C26)","0.1(R200,C27)","0.1(R200,C28)","0.1(R200,C29)","0.1(R200,C30)","0.1(R200,C31)","0.1(R200,C32)","0.1(R200,C33)","-0.1(R200,C34)","0.1(R200,C35)","0.1(R200,C36)","0.1(R200,C37)","0.1(R200,C38)","0.1(R200,C39)","0.1(R200,C40)","0.1(R200,C41)","0.1(R200,C42)","0.1(R200,C43)","0.1(R200,C44)","0.1(R200,C45)","0.1(R200,C46)"
"0.1(R201,C1)","0.1(R201,C2)","0.1(R201,C3)","0.1(R201,C4)","0.1(R201,C5)","0.1(R201,C6)","0.1(R201,C7)","0.1(R201,C8)","0.1(R201,C9)","0.1(R201,C10)","0.1(R201,C11)","0.1(R201,C12)","0.1(R201,C13)","0.1(R201,C14)","0.1(R201,C15)","0.1(R201,C16)","0.1(R201,C17)","0.1(R201,C18)","0.1(R201,C19)","0.1(R201,C20)","-0.1(R201,C21)","-0.1(R201,C22)","-0.1(R201,C23)","-0.1(R201,C24)","0.1(R201,C25)","0.1(R201,C26)","0.1(R201,C27)","0.1(R201,C28)","0.1(R201,C29)","0.1(R201,C30)","0.1(R201,C31)","0.1(R201,C32)","0.1(R201,C33)","-0.1(R201,C34)","0.1(R201,C35)","0.1(R201,C36)","0.1(R201,C37)","0.1(R201,C38)","0.1(R201,C39)","0.1(R201,C40)","0.1(R201,C41)","0.1(R201,C42)","0.1(R201,C43)","0.1(R201,C44)","0.1(R201,C45)","0.1(R201,C46)"
